 National Highways Authority of India introduces a unique voluntary initiative to associate with universities/Engineering colleges for mutual cooperation on the field of Civil/highway engineering on National Highway projects under the ambit of Institutional Social Responsibility.,0
 Please see the attached Circular regarding revised procedure for ReviewReview - Revised Procedure,0
 Fee fixed for various certificates Degree Certificates Provisional Certificates and Consolidated Grade Cards for UG/PG programmes from 2020 onwards and to issue digitally signed certificates - Resolution of Syndicate - Implemented - Orders issued,0
 With immense pride KTU is announcing the publication of three PATENTS under the joint venture of Adi Shankara Institute of Engineering and Technology Kalady and CERD- APJAKTU Thiruvananthapuram. In these three patent publications two projects were funded by CERD-APJAKTU under Research Seed Money (RSM) scheme and one project under Student Project Scheme (SPS).,0
" RIT Kottayam handed over a foot-operated sanitizer dispenser to Hon'ble Vice Chancellor Dr. M S Rajasree. The dispenser with a capacity of 3.2 litres was developed in the college fablab by teachers and students of Mechanical department. The funding was done by the college alumni association.""""""",0
 Revised time schedule for the PhD registration.,1
 APJAKTU - Fixing Fee for issuing Original Degree Provisional Degree Certificates and CourseWork Grade Card (on request) for Ph.D Degree,1
 The result of MBA T4(RS) Exam Nov 2019 (PT)  is published herewith. Candidates who desire to apply for a copy of the answer scripts can register through the portal from 01.07.2020 to  06.07.2020 (date applicable for both student and college) by remitting a fee of \xe2\x82\xb9500. Late requests for answer scripts will not be allowed.,0
 CUSAT Centre for Advanced Technologies in Disaster Management (CATDM) Invites proposal for innovative projects in the thematic areas as per the guidelines given in the notification,0
 B.Tech S8 Regular and Supplementary Examinations(including part-time) scheduled from  July 1st  have been postponed,1
 Students coming from containment zone / hot spot / other state/country / under quarantine / with minor flu like symptoms etc. should fill a declaration in the proforma as shown in the attached document.Additional Instructions  -StudentsAdditional guidelines - Colleges,1
 IIT Delhi is inviting application for its Global Internship Program in Engineering Design and Innovation (GIPEDI IIT Delhi Internship Program). The GIPEDI IIT Delhi Internship Program is an Internship Program in the Electrical Sciences for students and professionally qualified engineers. The program runs throughout the year in four batches of different duration starting from Jan-May/ May-July/ July-Dec/ Dec-Jan every year.,0
 Pls find below the guidelines for submission of the project. Current students of CUSAT and KTU are eligible to apply. The applications are to be mailed to cadtm@cusat.ac.in and hard copies should reach before 2-7-2020.,0
 Using this functionality the student can download the examination hall tickets from Student login.,1
 Please see the attachment - Additional Guidelines to Affiliated Colleges for the Conduct of Examinations June-July 2020,1
 List of candidates eligible for CERD PhD fellowship for PhD Admission 2019 - 2020List of candidates eligible for CERD fellowship,0
 Fees for Revaluation and Answer Script Copy remitted by the students multipletimes for the same purpose due to Payment Gateway issues has been noticed by theUniversity. The process of refunding the excess amounts paid if any has already beeninitiated. Since proper scrutiny is required for the refunds the process would take somemore time to complete,1
" Students who wish to apply for the Exam Centre Change for the forthcoming B.Tech S7 (Hons) B.Tech S8 (Hons) and B.Tech S8 (RS) Exam can apply for the same today also (24.06.2020 Wednesday). Hereafter there will not be further option to apply for exam centre change. Any issues related to exam centre change should be sent to mail ID: centrechange@ktu.edu.in. If centre change request is already rejected a mail can be sent to the email ID for consideration. All such emails should carry student's name register number and contact number.""""""",1
 The date for approval from the head/principals of the place of research is extended upto 30/6/2020,0
 in view of COVID-19 the university has issued additional instructions issued to students who are writing June/July 2020 exams.Additional Instructions to Students,1
 Schedule for conduct of MBA T(6) and part time T(8) Exam August/September 2020,1
 In order to ensure the availability of digital learning facilities to the  students of all semesters a survey feature has been added to the  students login. Students are directed complete the survey on or before 23/06/2020. The data collected for government authorities may require a physical verification for checking its authenticity. Hence ensure that the data you share meets integrity and correctness.,1
 The list of selected candidates who are found provisionally eligible for PhD Registration 2019-20 in APJ Abdul Kalam Technological University is published herewith.,0
 This is to clarify that provision for exam centre change is allowed only for B.Tech S7 (Hons.) Exam Dec 2019 B.Tech S8 (Hons) Exam May 2020 and B.Tech S8 (RS) Exam May 2020.MBA T5 (RS) Exam Feb 2020 on 26.06.2020 shall be written in the parent institutions of the students.The centre change option is not available for MBA T5 exam,1
An Internship Volunteer Call for 28 Engineering Students from 14 districts is available in the link below    Last date to apply :June 18th  11.59PM ,0
 The detailed Time Table of B.Tech S8 ( R & S) Part Time May 2020 examination ispublished herewith.,1
 The detailed Time Table of B.Tech S8 ( R & S)May 2020 examination is publishedherewith.,1
 Principals Managements Registered Staff and Student Organizations may please offer your suggestions in your letter heads regarding end-semester examinations for lower semesters. The following document shows a few possibilities. Kindly provide your option (not restricted to the options enlisted) to feedback@ktu.edu.in on or before 16-06-2020 Tuesday 4 pm. We do not have much time hence requesting you to provide your feedback very precisely to the mail id shown above within the time mentioned. Students may not individually submit mails to this id; kindly pass on your suggestions to student organizations or your Principals.Options for lower semester examinations,0
 It is hereby notified that the result of B.Tech S5 Exam Dec 2018 (Hons.) and B.Tech S6 Exam May 2019 (Hons.) is published. The detailed results are available in Student and College login.,1
 The result of Results of  MTech S1(RS) Exam December 2019 Ernakulam II cluster and MTech S2(S) Exam December 2019 Ernakulam II cluster are published herewith. Candidates who desire to apply for a copy of the answer scripts can register through the portal from 15.06.2020 to  20.06.2020 (date applicable for both student and college) by remitting a fee of \xe2\x82\xb9500. Late requests for answer scripts will not be allowed.,1
 APJAKTU - Auditing for the even semester of Academic year 2019-20 - regarding.,0
 APJAKTU - Starting of new programmes ion affiliated colleges - Resolution of the Syndicate -Formulation of policy-Modification of Order issued -Reg.,1
 It is hereby notified that the result of Ph.D Odd Semester Examination Dec 2019 is published herewith. Detailed result is available in student login.,0
 Please see the attached clarification regarding conduct of exams during June / July 2020.,1
 It is hereby informed that students can submit request for exam centre change upto 11.06.2020 Thursday through their login.,1
 The detailed Time Table of B.Tech S8 (Honours)examination scheduled on June 292020 Monday (Timing: 9.30 am to 12.30 pm) is published herewith.,1
 It is hereby notified that students appearing for forthcoming B.Tech S7 Hons B.Tech S8 Hons and B.Tech S8 (Regular & Supplementary) Exams can apply for change of exam centre through student login in KTU portal. Portal will be opened between 05.06.2020 Friday and 09.06.2020 Tuesday (both days inclusive) for students to apply. Students who wish to write these examinations in a college other than their parent institute can apply through portal.It may be noted that students who wish to write exams in their parent institute itself NEED NOT apply through portal. Their exam centre will be their parent institute by default.Students can opt 3 different colleges as exam centre. University will allot one exam centre based on the availability which need not be the college opted by student but it will be within the district where he/she resides based on the data provided by the student. Exam centre change once approved by University will be final for the corresponding exam. Further request for a change in exam centre will not be considered.Students are directed to refer Annexure I - Important points to be noted while applying for exam centre change before applying for exam centre change through portal.Notification - Exam Centre change,1
 The Qualifications are as detailed:Assistant Engineer (Civil) : Qualification: First Class Degree in Civil Engineering with experience in HiTech Project Management in Government works preferably  in pre-fab construction. Scale of Pay : 39500-83000Last date of receipt of applications : 12-06-2020  5 pm,0
 The schedule for conduct of MCA/M.Tech/M.Arch/M.Planning Project/Thesis Viva2020(Even Semester) is published herewith.,0
Speakers: ?Mr. Sumesh Sasikumar Specialist Engineering Services TCS   Mr. Jim Seelan Solution Architect TCS   Mr. Jason Lenox Embedded Systems Trainer TCS ,0
 In the wake of Covid-19 pandemic University which is functioning on e-platform has taken steps for providing its services online to all stake holders in order to ensure the  health safety and security of the students faculty and staff . Hence students and other stake holders are requested to use the facility provided by the university to address their requirements and to avoid visiting the University office for the same. Students can contact the staff through the following e-mail IDs for their respective requests/activities. See the Notification attached,0
 It is hereby notified that the result of B.Tech S1 (PT) Examination Dec 2019 is published. The detailed results are available in Student and College login.Date of opening for request submission and fee payment of revaluation and Answer book copy:For students request submission and direct fee payment (online) / fee payment at College office: 31.05.2020 Sunday to 03.06.2020 WednesdayRequest submission by College: on or before 04.06.2020 Thursday,1
" Interviews will be conducted online using 'Google Meet'. Candidates who did not receive personal communication regarding the interview are requested to contact the University through the email id 'phdadmission@ktu.edu.in' Biotechnology-Chemical-Chemistry-PhysicsComputer Science-Computer Applications""""""",0
Speaker: Dr. K R Suresh NairChief Technology Advisor to Foundation forInnovation and Social Entrepreneurship (an initiative of Tata Trust)       Time:  2.30PM  -  3.30 PM IST ,0
 It is hereby notified that the result of B.Tech S6 (PT) (S) Examination Dec 2019 is published. The detailed results are available in Student and College login. Date of opening for request submission and fee payment of revaluation and Answer book copy: For students request submission and direct fee payment (online) / fee payment at College office: 29.05.2020 Friday to 02.06.2020 TuesdayRequest submission by College: on or before 03.06.2020 Wednesday,1
 The result of MTech S3(RS) Exam December 2019 Ernakulam II cluster is published herewith. Candidates who desire to apply for a copy of the answer scripts can register through the portal from 01.06.2020 to  06.06.2020 (date applicable for both student and college) by remitting a fee of \xe2\x82\xb9500. Late requests for answer scripts will not be allowed.,0
 The result of MBA T6(S) Exam Feb 2020 FT is published herewith. Candidates who desire to apply for a copy of the answer scripts can register through the portal from 01.06.2020 to  06.06.2020 (date applicable for both student and college) by remitting a fee of \xe2\x82\xb9500. Late requests for answer scripts will not be allowed.,0
Speaker: by Dr. A P James Professor at IIITMK Trivandrum       Time:  2.30PM  -  3.30 PM IST ,0
 It is hereby notified that last date for applying for Revaluation and Answer book copies of Dec 2019 UG examinations shown in attached notification are extended to dates shown against each exam. Either students can apply and pay the fee directly through student login or submit through login and pay the fee at College office. Fee for answer script copy is Rs.500/- and fee for revaluation is Rs.600/- per answer script. Request submission and payment of fee should be done on or before the last date as per the schedule. Late requests will not be considered.,1
 Attention is invited to the Notification cited in connection with scheduling of College Transfer and Readmission for odd semester 2020-21.It is informed that irrespective of the deadlines notified those who are not able to adhere to the deadlines in the notification due to lockdown restrictions will be permitted to complete the formalities once the travel restrictions are removed. Proforma for college transfer applicable to students admitted as per B.Tech2019 Regulations is also attached herewith.,1
Speaker: Mr. Manoj Pillai ML(India) LLM(UK) DALMAdvocate - Supreme Court of India   ,0
Speaker: Mrinal K G  AI SpecialistAcsia Technologies     Time:  4PM  to 5 PM IST ,0
 The interview for Ph.D. admission 2019 ? 2020 will commence from 01.06.2020 onwards using online platform.,0
 proforma for College Transfer ,1
 It is hereby notified that students can apply for  scrutiny of answer script copy of all PG Exams Dec 2019 (Result published during the lock down Period)  from 23.05.2020 to 28.05.2020 (Saturday - Thursday).     Either students can apply and pay the fee directly through student login or submit through login and pay the fee at College office. Fee for Scrutiny answer script copy is Rs.500/-.       Request submission and payment of fee should be done on or before 28.05.2020. Late requests will not be considered.,0
 It is hereby informed that Registration to B.Tech S8 (supplementary) Exam May 2020 will be opened between 21.05.2020 (Thu) and 25.05.2020 (Mon) (both days inclusive).Students can submit their request through their login and pay fee at College office.Payment of fee to University by Colleges is not made mandatory now instead Colleges can submit the requests to University before last date. But results of the students will be published only after receiving supplementary examination registration fee to University.Notification - B.Tech S8 (supplementary) Exam May 2020,1
 It is hereby notified that students can apply for revaluation and answer script copy of following examinations on dates as shown in the attached notification. Either students can apply and pay the fee directly through student login or submit through login and pay the fee at College office. Fee for answer script copy is Rs.500/- and fee for revaluation is Rs.600/- per answer script.Request submission and payment of fee should be done on or before the end date as per the schedule. Late requests will not be considered.Exams: B.Arch S1(RS) Exam Dec 2019 B.Arch S3(RS) Exam Dec 2019 B.Arch S5(RS) Exam Dec 2019 B.Des S1 Exam Dec 2019 B.Tech S5 (RS) Exam Dec 2019 B.Tech S6 (S) Exam Dec 2019 B.Tech S2 (PT) (S) Exam Dec 2019 B.Tech S3 (PT) (RS) Exam Dec 2019 B.Tech S4 (PT) (S) Exam Dec 2019 B.Tech S5 (PT) (RS) Exam Dec 2019 B.Tech S7 (PT) Exam Dec 2019 B.Tech S1 (R) Exam Dec 2019 (2019 scheme) B.Tech S1S2 (SFE) Exam Dec 2019 (2015 scheme) B.Tech S3 (RS) Exam Dec 2019 B.Tech S4 (S) Exam Dec 2019KTU students portal is not optimised for mobile computing environments. Please do revaluation / answer book copy payment transactions using desktop / laptop computers Notification - RV and AB copy - Dec 2019 UG exams,1
 The result of  MBA T3(S) PT Dec 2019 exam is published herewith. Candidates who desire to apply for a copy of the answer scripts can register through the portal from 23.05.2020 till 28.05.2020 (date applicable for both student and college) by remitting a fee of \xe2\x82\xb9500. Late requests for answer scripts will not be allowed.,0
 APJ Abdul Kalam Technological University is organizing an online FDP on Learning Management System  MOODLE. During Covid-19 Lock down period the teaching learning and assessment activities of higher education institutions are disrupted and Learning Management System is a best alternative. The FDP programme is scheduled for five days starting from 22.05.2020. Expected participants are the faculty members of the APJAKTU affiliated institutions. There will be six hour sessions three hours teaching and three hours practical on all the five days. There will not be any classes on the days announced for Ramzan celebrations.  The participation in the programme will be monitored on regular basis and attendance is mandatory for issuing the certificate.  Limited seats are available.For any queries contact : jdacademics_pg@ktu.edu.in,0
 The 3rd webinar on Accreditation and Quality of Engineering Education will be held on 22-5-2020. Kindly see the following links for details.,0
 BTech final semester exams will be held from July 1 2020.,1
 The last date for submission of application for appointment to the post of Assistant Director on deputation basis in the University notified vide Notification No.KTU/AR(ADMN)/2017 Dated 24.04.2020 has been extended upto 05/06/2020 4.00 pm,0
 APJAKTU -  Time Table slot of B. Tech S8 (RS) and  B.Tech S8(Hons.) examination May 2020 & revised date of conduct of  B.Tech S7(Hons.) Dec 2019 & MBA T5 Feb 2020 - Publishing of - reg.,1
Speaker: Dr. L.S Ganesh Professor at Dept of Management Studies- IIT Madras  ,0
 College Transfer for B.Tech (2015 -18 Admn & 2019 Admn) and Re-admissionfor UG and PG programmes- 2020-21 - Modified Notification issued,1
 The results of MCA S1 (RS) Exam Dec 2019 MCA S3 (RS) Exam December 2019 MCA S5 (RS) Exam Dec 2019 MCA Second Year Direct S1 supply Exam Dec 2019  MCA Second Year Direct S3 (RS) Exam Dec 2019   are published herewith. The dates for applying for answer book copies will be announced later.,0
Speaker: Mr. Robin TommyHead Incubation Lab TCS Research & Innovation     Time:  2PM to 3 PM IST ,0
 It is here by notified that the result of B.Arch S3 Exam Dec 2019 is published. The detailed result is available in Student and College login. Date of opening for request submission and fee payment for revaluation and Answer book copy will be  informed later.Result Notification - B.Arch S3 Dec 2019,1
 It is hereby notified that registration to B.Des S1 (S) Jury Examination Jan 2020 will be held between 13.05.2020 (Wed) and 15.05.2020 (Fri) (both days inclusive).Students can register through their login and pay fee at College office on or before 15.05.2020 Friday,1
 The 2nd webinar on  Accreditation and Quality of Engineering Education will be held on 15-5-2020. Kindly see the following links for details.,0
 All registered  student organizations may mail their suggestions regarding conduct of classes and examinations of S8 students to feedback@ktu.edu.in on their letter headson or before 14-05-20. Please restrict your suggestions to one page.Please mail suggestions on S8 classes and examinations only. Those organizations which have already mailed any suggestions to officers of KTU may resend them to the mail id shown above. Students are requested to inform this to the representatives of organizations so that they can mail us their comments on or before 14th positively.Stay Safe.Registrar-in-charge,1
 We are all passing through a difficult phase of the COVID-19 pandemic. Our governments are taking earnest efforts to ensure our safety and well-being.Amidst these we also need to see how the academics of our students should move at its best possible way. World over  universities and institutions are trying out various schemes and strategies to stride through this phase. At this juncture it is urgently required to collect a statistics regarding the digital learning facilities of our students. As a first phase we are now collecting the statistics of S8 students who lack connectivity/equipment at their present place of residence.An excel sheet have been mailed to all Principals today. Principals shall compile the data from all the S8 classes of their institution and mail it back to support@ktu.edu.in on or before Tuesday. Students who see this announcement shall inform their friends too to contact their staff advisors so that the required information could be given.All are requested to kindly co-operate.Stay Safe.Registrar-in-charge.,0
 It is hereby informed that last date for applying for revaluation and answer book copy of B.Tech S7 Dec 2019 Exam is extended as shown below:For students to apply through their login and pay the fee: upto 12.05.2020 TuesdayFor Colleges to submit requests received from students: upto 13.05.2020 Wednesday,1
"Webinar on """"How to manage during the current crisis?  Lessons from past experiences  """"Speaker: Shri. Kris Gopalakrishnan|Co-Founder Infosys   Time:  2.30 PM to 3.30 PM IST ",0
 Applications are invited from Retired Professors of the Government/Aided/Government Controlled Self Financing Colleges of the state for appointment tothe post of IQAC Coordinator and Coordinator for the Center for Enhancementof Engineering Education (C3E) initially for a period of 3 months in the APJAbdul Kalam Technological University.The applications should be addressed to the Registrar APJ Abdulkalam Technological University and the soft copies of the applications can be mailed to administration@ktu.edu.in,0
 B.Tech S1 (R) Exam Dec. 2019 ( 2019 Scheme )  Institution wise pass percentage analysis based on regular students registration.,1
"Webinar on Webinar on ?How to secure a Dream Job in these tough times? """"Speaker: Mr. Sam Rufus Chief of Staff to the CTO of Deolitte  Time:  10 AM to 11 AM IST ",0
 Applications are invited from eligible members of the faculty(Through proper channel) of theGovernment / Aided /Government Controlled Self Financing Colleges affiliated to the University forappointment to the post of Assistant Director(1 post) on deputation basis in the University. TheQualifications are as detailed:,0
" It is hereby notified that the result of B.Tech S1 Exam Dec 2019 (2019 Sch) is published. The detailed results are available in Student and College login. It may be noticed that only grade awarded to students who passed Life skills (HUN101) course is Grade 'P' as it is a Pass / Fail course. Date of opening for request submission and fee payment for revaluation and Answer book copy will be informed later.Result Notification - B.Tech S1 Dec 2019 Exam""""""",1
 APJAKTU - Concession for the wards of Kashmiri migrants and Kashmiri Pandit/Kashmiri Hindu Families(Non-migrants) living in Kashmir valley for admission in Higher Educational Institutions - decisions of theSyndicate-implemented,0
 APJAKTU congratulates students who won CODE19,0
"APJ Abdul Kalam Technological University along with Kerala Start Up Mission GTECH (Group of Technology Companies) and TiE Kerala is delighted to invite you for a very interesting & a relevant webinar. Webinar on """"Covid Testing: Story of MyLab Discovery Solutions"""" Speakers: Dr. Gautam Wankhede Director - Medical Affairs at MyLab Discovery Solutions Date:   Friday May 15th2020Time:  11 AM to 12 PM IST ",0
 EXTENSION OF DATES FOR THE ONLINE SUBMISSION OF APPLICATION FOR GRANTING AFFILIATION/ EXTENSION OF AFFILIATION FOR THE AY 2020-21,0
 Minutes of the special meeting of the Academic Council held on 21.04.2020 to decide on the post COVID-19 Lockdown activities of the University,0
Online Hackathon against Corona virusThe two students from the Govt. College of Engineering in Kannur bagged the first prize of $10000 for creating a virtual classroom to connect students and teachers for uninterrupted learning in the time of the Covid19 pandemic,0
 KTU students portal is not optimised for mobile computing environments. Please do all  payment transactions through students login using desktop / laptop computers to avoid transaction errors.,1
 Pls find the list of teams and the corresponding faculty members who mentored the teams. CONGRATULATIONS!!,0
 It is hereby notified that students can apply for revaluation and answer script copy of B.Tech S7 (RS) Dec 2019 exam answer scripts from 04.05.2020 to 08.05.2020 (Mon - Fri) Either students can apply and pay the fee directly through student login or submit through login and pay the fee at College office. Fee for answer script copy is Rs.500/- and fee for revaluation is Rs.600/- per answer script. Request submission and payment of fee should be done on or before 08.05.2020.KTU students portal is not optimised for mobile computing environments. Please do revaluation payment transactions using desktop / laptop computers ,1
 The Strategic Initiatives for Academic Engagement  IEEE Kerala Section in association with APJ Abdul Kalam Technological University (APJAKTU) is facilitating a webinar series  on Accreditation and Quality of Engineering Education from an ABET perspective.  An overview on ABET Accreditation outcomes assessment working with industry establishing programs objectives etc are some of the topics expected to cover in this series. The webinar series will be delivered by an eminent and esteemed resource person - Dr. S. K. Ramesh Director - AIMS2 Program; Professor of Electrical and Computer Engineering - California State University Northridge USA; Director of the Engineering Area Delegation of ABET -  ABET Board of Directors. Kindly see the following links for more details.,0
" Webinar on """"Deep Learning Algorithm used in Automotive Software""""Speakers: Mr.Mrinal K. G & Mr. Chethan M AI Specialists at ACSIA Technologies Date: May 4  2020Time:  4 pm to 5 pm IST ",0
 The result of  M.Tech S3(RS) Exam December 2019 Thrissur cluster is published herewith. The dates for applying for answer book copies will be announced later.,1
 It is hereby notified that the result of B.Des S1 Exam Dec 2019 is published. The detailed result is available in Student and College login. Date of opening for request submission and fee payment for revaluation and Answer book copy will be informed laterResult notification - B.Des S1 Dec 2019,1
" Webinar on """"The Great Global Economic Paralysis: Retrospect and Prospects??""""APJ Abdul Kalam Technological University is partnering with Confederation of Indian Industries and Young Indian\'s (Yi) Trivandrum chapter in organizing a webinar on """"The Great Global Economic Paralysis: Retrospect and Prospects"""" by Dr. JebamalaiVinanchiarachi Former Principal Adviser to the Director General United Nations Industrial Development Organization (UNIDO) Vienna  Austria.Date: April 30 2020Time:  5.30 pm to 6.30pm IST https://en.wikipedia.org/wiki/Jebamalai_Vinanchiarachi ",0
 It is hereby notified that the result of B.Arch S7 Dec 2019 exam is published. The detailed result is available in Student and College login.Result notification - B.Arch S7 Dec 2019,1
 The result of  M.Tech S1(RS) Exam December 2019 Palakad cluster is published herewith. The dates for applying for answer book copies will be announced later.,0
 It is hereby notified that the result of B.Tech S3 (PT) (RS) Exam Dec 2019 B.Tech S5 (PT) (RS) Exam Dec 2019 B.Tech S7 (PT) Exam Dec 2019 B.Tech S2 (PT) (S) Exam Dec 2019 and B.Tech S4 (PT) (S) Exam Dec 2019 is published. The detailed results are available in Student and College login.Date of opening for request submission and fee payment for revaluation and Answer book copy will be informed later.,1
 It is here by notified that the result of BHMCT S2 Examinations May 2019 is published. The detailed result is available in Student and College login. Date of opening for request submission and fee payment for revaluation and Answer book copy will be informed later.Result Notification - BHMCT S2 May 2019,1
 Activity Report of Covid Cells Formed in the Affiliated Colleges of APJ Abdul Kalam Technological University.,0
" Webinar on """"How AI is helping to build Intelligent Automotive Solutions?""""The APJ Abdul Kalam Technological University in association with ACSIA Technologies is organising a webinar on ACSIA Technologies """"How AI is helping to build Intelligent Automotive Solutions?"""" on April 20 2020. Students and faculty members of Computer Science IT Electrical Electronics Mechanical Mechatronics and Automobile Engineering branches can attend the webinar.",0
 The AICTE Vishwakarma Award is being organised by AICTE for promoting innovativespirit and scientific temperament for holistic development of society through the stakeholders of its approved institutes.As we face our biggest challenge to contain the spread of COVID -19 in India and the technical education community in the country being well-capable of serving thecommunity by utilizing its vast knowledge and ample resources. Hence AICTE under itsUtkrisht Sansthan Vishwakarma Award (USVA) 2020 is proposing the theme of the year as INDIA FIGHTS CORONA ,0
 B.Tech Odd Semester(B.Tech S3S5S7 Exam Dec. 2019) Institution wise pass percentage analysis based on regular students registration,1
 Last Date for the online submission of application -08.05.2020 Last Date for the online submission of application with fine-13.05.2020,1
